name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Lille, Hauts-de-France, France",2025-11-01T06:00:00,56,56,50.7,82.2,0.001,100,rain,0,0,27.4,15.5,160,1004,100,37.3,0,0,0,,"Rain, Overcast",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-01T07:00:00,56.1,56.1,51.6,84.89,0.002,100,rain,0,0,26,15.8,161,1003.2,100,37.3,0,0,0,,"Rain, Overcast",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-01T08:00:00,56,56,53,89.58,0.003,100,rain,0,0,26.4,14.2,172,1003.6,100,5.6,0,0,0,,"Rain, Overcast",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-01T09:00:00,56.9,56.9,54.7,92.44,0.002,100,rain,0,0,25.5,14.7,210,1004.8,100,6.2,24,0.1,0,,"Rain, Overcast",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-01T10:00:00,57.4,57.4,52.4,83.38,0.001,100,rain,0,0,26.8,13,220,1005.1,100,32.3,39,0.1,0,,"Rain, Overcast",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-01T11:00:00,55.6,55.6,51.4,85.77,0.001,100,rain,0,0,24.8,15.5,219,1005.9,100,9.9,39,0.1,0,,"Rain, Overcast",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-01T12:00:00,54.3,54.3,51.5,90.12,0.002,100,rain,0,0,21.5,12.7,182,1006.4,100,33.6,75,0.3,1,,"Rain, Overcast",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-01T13:00:00,55.7,55.7,52.4,88.46,0.001,100,rain,0,0,21,12.9,201,1006.5,88,21.7,84,0.3,1,,"Rain, Partially cloudy",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-01T14:00:00,56.6,56.6,51.9,84.1,0,0,,0,0,22.4,13.5,211,1007,100,20.5,154,0.6,2,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-01T15:00:00,58.4,58.4,51.5,77.81,0,0,,0,0,25.4,14.6,211,1007.3,100,22.4,259,0.9,3,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-01T16:00:00,57.8,57.8,51.4,79.36,0.001,100,rain,0,0,22.9,12.4,202,1007.8,100,23.6,37,0.1,0,,"Rain, Overcast",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-01T17:00:00,56.9,56.9,50.1,77.96,0,0,,0,0,19.7,9.2,202,1008.6,32.5,30.4,11,0,0,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-01T18:00:00,53.8,53.8,49.7,85.68,0,0,,0,0,14.3,8,181,1009,28.8,36.7,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-01T19:00:00,51.9,51.9,48.2,87.23,0,0,,0,0,12,7.6,179,1009.7,14.6,30.4,0,0,0,,Clear,clear-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-01T20:00:00,52.4,52.4,48.7,87.39,0,0,,0,0,14.3,9.3,170,1009.7,29.9,31.1,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-01T21:00:00,52.4,52.4,49.3,89.03,0,0,,0,0,18.9,12.1,171,1009.7,39.1,32.3,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-01T22:00:00,52.4,52.4,48.8,87.3,0,0,,0,0,22.5,14.6,181,1009.8,44.9,34.8,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-01T23:00:00,52.4,52.4,49.3,89.19,0,0,,0,0,20.5,11.5,181,1009.6,100,31.1,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T00:00:00,52.9,52.9,49.7,88.58,0.001,100,rain,0,0,21,13.8,201,1009.7,100,30.4,0,0,0,,"Rain, Overcast",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T01:00:00,52.4,52.4,49.4,89.31,0,0,,0,0,20.2,11.1,201,1010.1,100,30.4,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T02:00:00,51.6,51.6,48.3,88.59,0,0,,0,0,17,10.6,201,1010.2,97.2,33.6,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T03:00:00,50.3,50.3,47.6,90.4,0,0,,0,0,14.6,9.9,182,1010.2,88,34.2,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T04:00:00,50.3,50.3,47.9,91.6,0,0,,0,0,19.4,12.4,191,1010,100,28,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T05:00:00,49.7,45.3,47.4,91.56,0,0,,0,0,17.7,11.2,191,1009.9,100,29.2,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T06:00:00,49.4,45,47,91.51,0,0,,0,0,17.4,10.8,190,1009.9,100,37.3,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T07:00:00,49.4,44.7,47,91.51,0,0,,0,0,18,11.7,190,1009.7,88,36.7,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T08:00:00,49.7,45.2,47,90.32,0,0,,0,0,19.1,11.5,180,1009.9,100,31.1,14,0.1,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T09:00:00,49.8,45.5,47.4,91.39,0,0,,0,0,16.7,10.8,180,1009.9,88,12.4,45,0.2,0,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T10:00:00,52.8,52.8,47.6,82.39,0,0,,0,0,22,14.8,190,1009.2,97.9,12.4,57,0.2,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T11:00:00,54.2,54.2,47.4,77.76,0,0,,0,0,28.8,18.6,191,1009,75,9.9,230,0.8,2,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T12:00:00,53.9,53.9,47.1,77.7,0,0,,0,0,30.2,16.9,200,1009.1,88,9.9,118,0.4,1,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T13:00:00,54.7,54.7,47.1,75.35,0,0,,0,0,30.8,17.8,211,1008.8,100,18.6,131,0.5,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T14:00:00,54.6,54.6,45.9,72.27,0,0,,0,0,29,17.5,220,1008.9,88,12.4,75,0.3,1,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T15:00:00,53.3,53.3,47.9,81.8,0.001,100,rain,0,0,27.5,15.7,230,1009.5,88,19.3,120,0.4,1,,"Rain, Partially cloudy",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T16:00:00,53,53,47.8,82.36,0,0,,0,0,25.5,13.6,242,1010.2,25.1,13.7,51,0.2,1,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T17:00:00,52.4,52.4,46.5,80.38,0,0,,0,0,29.1,10.9,241,1011.2,21.7,14.3,15,0.1,0,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T18:00:00,49.4,45.3,43.8,80.9,0,0,,0,0,16.5,10,250,1012.2,11.9,20.5,1,0,0,,Clear,clear-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T19:00:00,48.7,44.7,43.1,80.69,0,0,,0,0,14,9.5,230,1013,14,17.4,0,0,0,,Clear,clear-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T20:00:00,46.2,41.9,42.1,85.42,0,0,,0,0,12.2,8.6,211,1013.8,16.7,14.9,0,0,0,,Clear,clear-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T21:00:00,45.9,41.6,43.1,89.89,0,0,,0,0,14.4,8.3,210,1014.5,17.5,13.7,0,0,0,,Clear,clear-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T22:00:00,47.5,43.3,44.8,90.03,0,0,,0,0,15,9.1,210,1015,88,11.2,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-02T23:00:00,46.5,41.4,43.1,87.8,0,0,,0,0,16.4,10.8,210,1015.7,18.4,14.3,0,0,0,,Clear,clear-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T00:00:00,45.8,40.5,43.1,90.13,0,0,,0,0,16.5,10.9,210,1016,15.4,13,0,0,0,,Clear,clear-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T01:00:00,44.9,40.3,42.5,91.4,0,0,,0,0,16.2,8.6,210,1016.4,9.5,17.4,0,0,0,,Clear,clear-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T02:00:00,43.2,38.7,41.7,94.37,0,0,,0,0,12,7.5,200,1016.7,7.2,19.3,0,0,0,,Clear,clear-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T03:00:00,44,39.6,42.5,94.49,0,0,,0,0,12.5,7.7,190,1017.1,21.3,11.8,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T04:00:00,44,39.1,42.5,94.53,0,0,,0,0,12.3,8.7,189,1017.1,23.4,11.8,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T05:00:00,44.4,40.6,43.1,95.19,0,0,,0,0,13.2,6.6,180,1017.3,42.8,11.8,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T06:00:00,46.2,41.9,44.9,95.15,0,0,,0,0,13.4,8.6,171,1017.4,100,11.2,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T07:00:00,47.4,43.5,45.3,92.21,0,0,,0,0,11.9,8.2,181,1017.6,88,6.8,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T08:00:00,47.7,42.7,45.8,93.3,0,0,,0,0,16.8,11.3,190,1018,100,3.7,18,0.1,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T09:00:00,48.6,43.8,47,94.4,0,0,,0,0,18.7,11.4,181,1017.9,88,3.1,109,0.4,1,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T10:00:00,49,43.2,46.7,92,0,0,,0,0,27.2,15.4,191,1018.3,100,3.1,70,0.3,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T11:00:00,49.5,43.9,47.6,93.21,0,0,,0,0,25.8,15.3,190,1018.7,100,3.1,57,0.2,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T12:00:00,51.2,51.2,48.8,91.45,0,0,,0,0,28.1,16.6,200,1018.7,100,6.8,127,0.5,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T13:00:00,53,53,49.8,88.58,0,0,,0,0,27,16.3,191,1018.3,100,4.3,139,0.5,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T14:00:00,56,56,50.7,82.42,0,0,,0,0,26.4,15.5,191,1018,100,4.3,114,0.4,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T15:00:00,56.4,56.4,51.2,82.77,0,0,,0,0,26.8,17.2,190,1018,100,6.2,55,0.2,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T16:00:00,57,57,52.1,83.72,0,0,,0,0,27.1,15.1,200,1017.7,100,6.8,33,0.1,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T17:00:00,56.6,56.6,52.1,84.72,0,0,,0,0,28.7,15.2,191,1017.7,100,5.6,3,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T18:00:00,56.1,56.1,52,86.25,0,0,,0,0,23.7,13.6,181,1018,100,3.1,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T19:00:00,56.6,56.6,51.8,84.2,0,0,,0,0,22.4,14.5,181,1018.6,100,5.6,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T20:00:00,55.7,55.7,52,87.35,0,0,,0,0,23.3,10.9,181,1018.8,100,3.7,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T21:00:00,56,56,51,83.17,0,0,,0,0,20.8,13.4,181,1018.8,100,4.3,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T22:00:00,56,56,51.5,84.87,0,0,,0,0,22,13.4,180,1018.9,100,3.7,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-03T23:00:00,56.3,56.3,51.9,84.94,0,0,,0,0,23.2,13.8,189,1018.9,100,5.6,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T00:00:00,56.1,56.1,51.9,85.81,0,0,,0,0,21.3,14.5,181,1018.7,100,3.7,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T01:00:00,56.6,56.6,52.4,85.85,0,0,,0,0,24.2,16,190,1018.7,100,4.3,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T02:00:00,56.6,56.6,52,84.8,0,0,,0,0,24.2,14.4,181,1018.5,100,8.1,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T03:00:00,56,56,52.1,86.44,0,0,,0,0,24,14.2,181,1018.3,100,5.6,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T04:00:00,55.7,55.7,52.1,87.53,0,0,,0,0,20.9,12.5,181,1018.4,100,3.1,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T05:00:00,55.1,55.1,51.9,88.72,0,0,,0,0,21.3,8,180,1018.3,100,3.1,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T06:00:00,54.8,54.8,51.5,88.66,0,0,,0,0,16.4,8.6,170,1018.3,100,26.1,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T07:00:00,53.9,53.9,51.1,90.2,0,0,,0,0,21.1,12.8,162,1018,100,22.4,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T08:00:00,53.4,53.4,50.6,90.23,0,0,,0,0,23.9,11.2,171,1018.3,88,17.4,14,0.1,0,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T09:00:00,52.9,52.9,50.1,90.32,0,0,,0,0,17.6,10.1,160,1018.6,57.2,17.4,42,0.2,0,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T10:00:00,54.6,54.6,50.1,84.78,0,0,,0,0,20.4,11.1,169,1018.5,88,9.3,169,0.6,2,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T11:00:00,56.1,56.1,48.9,76.89,0,0,,0,0,23.5,14.5,160,1017.9,75,16.2,237,0.9,2,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T12:00:00,57.9,57.9,48.3,70.5,0,0,,0,0,29.8,14.5,160,1017.1,99.9,13,341,1.2,3,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T13:00:00,59.1,59.1,48,66.61,0,0,,0,0,27,17.1,161,1016.3,88,14.9,386,1.4,4,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T14:00:00,60.1,60.1,49.4,67.54,0,0,,0,0,25.6,13,161,1016,100,13.7,314,1.1,3,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T15:00:00,59.3,59.3,49.7,70.59,0,0,,0,0,22.7,12.7,151,1015.4,97.1,20.5,127,0.5,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T16:00:00,57.6,57.6,48.8,72.57,0,0,,0,0,24.4,13.7,151,1015,99,24.2,50,0.2,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T17:00:00,56.6,56.6,49.3,76.54,0,0,,0,0,22,11,151,1014.8,97.6,37.3,5,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T18:00:00,56.4,56.4,48,73.29,0,0,,0,0,22.5,13.6,151,1014.2,100,37.3,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T19:00:00,55.7,55.7,47.9,74.95,0,0,,0,0,23.2,13.9,161,1014.4,88,37.3,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T20:00:00,55.6,55.6,47.9,75.4,0,0,,0,0,27.7,14.3,161,1014.6,100,37.3,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T21:00:00,56.4,56.4,47.9,73.2,0,0,,0,0,25.8,13.3,170,1015,88,37.3,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T22:00:00,56.4,56.4,47.9,73.24,0,0,,0,0,22.8,12.1,160,1014.8,100,37.3,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-04T23:00:00,56,56,47.9,74.24,0,0,,0,0,22.7,11.1,169,1014.2,88,37.3,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T00:00:00,56.4,56.4,47.9,73.29,0,0,,0,0,22,10.4,170,1014.5,88,37.3,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T01:00:00,57.2,57.2,47.6,70.15,0,0,,0,0,17.3,10.1,161,1014.5,100,37.3,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T02:00:00,56.1,56.1,47.4,72.7,0,0,,0,0,20.3,10.1,170,1014.4,100,37.3,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T03:00:00,55.7,55.7,47.4,73.63,0,0,,0,0,15.7,8.3,180,1014.1,100,37.3,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T04:00:00,55.7,55.7,47.4,73.67,0,0,,0,0,18.3,9.8,180,1014.1,100,37.3,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T05:00:00,55.7,55.7,47.9,75.11,0,0,,0,0,13.6,7.2,179,1013.9,100,37.3,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T06:00:00,54.8,54.8,47.6,76.65,0,0,,0,0,16.8,8.2,161,1014.1,100,37.3,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T07:00:00,53.4,53.4,47.1,78.96,0,0,,0,0,19,10.1,151,1013.9,88,37.3,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T08:00:00,53.4,53.4,46.2,76.57,0,0,,0,0,19.3,11.5,151,1014.1,100,37.3,15,0.1,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T09:00:00,54.2,54.2,46.2,74.22,0,0,,0,0,20.9,13.7,151,1014.3,100,30.4,57,0.2,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T10:00:00,55.7,55.7,45.9,69.51,0,0,,0,0,21.6,13.1,151,1014.1,100,21.7,107,0.4,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T11:00:00,58.7,58.7,46.7,64.42,0,0,,0,0,24.5,15.2,160,1013.7,33.4,19.9,331,1.2,3,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T12:00:00,59.9,59.9,46.6,61.35,0,0,,0,0,23.7,13.6,150,1013.5,40.8,16.2,394,1.4,4,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T13:00:00,62.2,62.2,47.2,57.71,0,0,,0,0,23.4,14.3,151,1012.3,51.3,14.3,352,1.3,4,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T14:00:00,63.1,63.1,48,57.85,0,0,,0,0,19.2,11.1,150,1012,67.5,13,177,0.6,2,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T15:00:00,60.2,60.2,48,64.1,0,0,,0,0,19.2,10.7,141,1011.7,98.4,11.2,85,0.3,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T16:00:00,59.3,59.3,49.4,69.66,0,0,,0,0,17.5,9.6,140,1011.4,88,12.4,30,0.1,0,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T17:00:00,57.9,57.9,48.8,71.81,0,0,,0,0,16.6,9.6,140,1011.6,100,12.4,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T18:00:00,57,57,48.3,72.71,0,0,,0,0,17.6,11.5,131,1011.3,100,11.8,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T19:00:00,56.1,56.1,47.9,73.99,0,0,,0,0,22.4,13.5,141,1011.1,85.5,12.4,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T20:00:00,57.5,57.5,47.9,70.42,0,0,,0,0,22,12.7,141,1010.7,100,12.4,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T21:00:00,57.5,57.5,47.6,69.56,0,0,,0,0,18.7,8.8,150,1010.6,100,37.3,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T22:00:00,56.6,56.6,47.6,71.68,0,0,,0,0,17.7,11.6,123,1010.3,100,36.7,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-05T23:00:00,56.5,56.5,47.4,71.39,0,0,,0,0,19,12,130,1009.7,100,36,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T00:00:00,56.5,56.5,46.6,69.21,0,0,,0,0,16.9,8,149,1009.8,100,36.7,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T01:00:00,54.8,54.8,46.7,74.11,0,0,,0,0,11.9,6.8,139,1010.1,100,32.9,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T02:00:00,54.7,54.7,45.8,71.88,0,0,,0,0,14.2,8.3,131,1008.9,100,37.3,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T03:00:00,52.2,52.2,44.8,76,0,0,,0,0,12.9,6.1,122,1008.7,98.6,11.8,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T04:00:00,52.2,52.2,45.3,77.45,0,0,,0,0,9.9,4.8,140,1008.4,100,32.9,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
