name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Lille, Hauts-de-France, France",2025-11-06T05:00:00,51.3,51.3,45,78.94,0,0,,0,0,10.2,7,121,1008,75,33.6,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T06:00:00,52.8,52.8,45.3,75.63,0,0,,0,0,13.4,8.4,150,1007.9,100,23,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T07:00:00,52.7,52.7,45.3,75.84,0,0,,0,0,16.9,7.3,160,1007.9,88,37.3,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T08:00:00,52.3,52.3,46.2,79.41,0,0,,0,0,13.3,6.4,161,1007.7,88,37.3,17,0.1,0,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T09:00:00,52.1,52.1,46.8,81.89,0,0,,0,0,13.9,7.5,152,1008,99.9,35.4,64,0.2,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T10:00:00,55.1,55.1,47.5,75.58,0,0,,0,0,13.1,6.4,148,1007.9,99.7,32.9,86,0.3,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T11:00:00,56.6,56.6,49,75.48,0,0,,0,0,9.9,6.5,168,1008,88,23,291,1,3,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T12:00:00,57.6,57.6,49.6,74.68,0,0,,0,0,10.1,7,154,1007.8,97.8,28.6,156,0.6,2,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T13:00:00,58,58,50.8,76.99,0,0,,0,0,10.3,6.4,150,1007.6,88,23.6,143,0.5,1,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T14:00:00,58.9,58.9,52.2,78.48,0,0,,0,0,9.5,5.7,152,1007.5,91.8,27.3,172,0.6,2,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T15:00:00,59.4,59.4,52.6,78.17,0,0,,0,0,13.4,7.6,161,1007.6,87.5,27.3,110,0.4,1,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T16:00:00,59.2,59.2,53.4,81.01,0,0,,0,0,11.2,6.9,161,1007.6,75,19.9,53,0.2,1,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T17:00:00,57.4,57.4,52.5,83.77,0,0,,0,0,12.2,6.6,160,1007.8,75,19.9,7,0,0,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T18:00:00,54.7,54.7,51.6,89.32,0,0,,0,0,9.6,5.3,150,1007.9,99.3,20.5,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T19:00:00,52.7,52.7,50.5,92.18,0,0,,0,0,8.7,5.8,161,1008.5,93.7,11.2,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T20:00:00,52.6,52.6,50.8,93.39,0,0,,0,0,8,3.9,159,1008.7,75,10.6,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T21:00:00,51.8,51.8,49.9,93.39,0,0,,0,0,7.3,4,133,1008.9,92.3,5.6,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T22:00:00,51.7,51.7,50.7,96.41,0,0,,0,0,7.7,5,152,1009.3,100,6.2,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-06T23:00:00,51.4,51.4,50.2,95.8,0,0,,0,0,6.8,3.8,141,1009.1,56.5,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T00:00:00,50.6,50.6,49.6,96.47,0,0,,0,0,8.9,1.8,19,1009.1,37.4,3.7,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T01:00:00,51.3,51.3,50.7,97.74,0,0,,0,0,6.5,3.6,159,1009.1,100,3.7,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T02:00:00,51.1,51.1,49.8,95.36,0,0,,0,0,6.1,1.6,122,1009,88,3.7,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T03:00:00,49.4,48.7,48.1,95.41,0,0,,0,0,5.2,3.4,82,1008.7,99.8,1.9,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T04:00:00,48.2,48.2,47.3,96.56,0,0,,0,0,5.9,2.9,74,1008.3,100,0,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T05:00:00,47.2,47.2,46.7,97.77,0,0,,0,0,5.1,1.6,109,1008.2,100,0,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T06:00:00,46.9,45.4,46.3,97.86,0,0,,0,0,8.2,3.8,120,1008.2,100,0,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T07:00:00,46.3,43.5,45.9,98.44,0.007,100,rain,0,0,7.6,5.7,121,1008.2,93.6,0,0,0,0,,"Rain, Overcast",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T08:00:00,46.7,43.6,45.9,97.07,0,0,,0,0,10.7,6.2,131,1008.6,89,2.5,11,0,0,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T09:00:00,47.6,45.7,47.1,98.08,0,0,,0,0,9.5,4.5,112,1008.9,86.4,6.8,27,0.1,0,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T10:00:00,52,52,49.6,91.78,0,0,,0,0,10.8,6.3,132,1009.1,82.4,6.2,37,0.1,0,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T11:00:00,54.3,54.3,48.5,80.64,0,0,,0,0,16.9,9.7,141,1009.1,50.8,6.8,324,1.2,3,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T12:00:00,57.5,57.5,49.4,74.57,0,0,,0,0,19.9,10.4,151,1008.8,46.1,7.5,357,1.3,4,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T13:00:00,57.4,57.4,51,78.96,0,0,,0,0,17.6,10.2,160,1008.6,62.4,9.3,164,0.6,2,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T14:00:00,56.9,56.9,51.2,81.27,0,0,,0,0,15.5,9.5,171,1008.5,100,19.9,84,0.3,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T15:00:00,56,56,51.2,83.89,0,0,,0,0,20.1,10.3,170,1008.5,100,24.9,26,0.1,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T16:00:00,55.5,55.5,51,84.9,0,0,,0,0,22.7,11.5,170,1008.8,100,25.5,2,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T17:00:00,54.6,54.6,50.7,86.5,0,0,,0,0,21.2,8.2,151,1009.2,100,20.5,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T18:00:00,54.3,54.3,50.3,86.58,0,0,,0,0,15.9,10.5,141,1009.3,100,14.9,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T19:00:00,53.9,53.9,50.7,88.73,0,0,,0,0,15.4,8.2,141,1009.7,100,11.2,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T20:00:00,53.7,53.7,50.6,89.24,0,0,,0,0,14,8,141,1009.8,100,13,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T21:00:00,52.5,52.5,49.4,89.18,0,0,,0,0,13.3,7,150,1010,88,12.4,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T22:00:00,51.1,51.1,48.4,90.35,0,0,,0,0,12.8,5.9,141,1010.1,95,10.6,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-07T23:00:00,51.5,51.5,49.7,93.39,0,0,,0,0,8.8,5.6,142,1010.4,100,11.2,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T00:00:00,51.5,51.5,49.4,92.25,0,0,,0,0,11,6.5,151,1010.6,100,9.3,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T01:00:00,49,46.4,47.2,93.3,0,0,,0,0,9.2,6.2,144,1010.8,64.7,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T02:00:00,48.6,46.8,47.5,95.8,0,0,,0,0,9,4.7,180,1010.9,72.9,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T03:00:00,47.7,45.9,46.6,95.92,0,0,,0,0,7.4,4.4,141,1011,75,2.5,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T04:00:00,47.1,47.1,46.2,96.61,0,0,,0,0,6.7,2.3,120,1010.8,99.9,0,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T05:00:00,45.5,42,45.1,98.47,0,0,,0,0,9.2,6.4,141,1011.1,100,1.2,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T06:00:00,44.6,42.9,43.7,96.66,0,0,,0,0,7.9,3.7,122,1011.4,100,0.6,0,0,0,,Overcast,fog,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T07:00:00,45.1,43.7,44.6,97.9,0,0,,0,0,5.8,3.5,150,1011.8,98.6,0,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T08:00:00,46.3,45,45.9,98.52,0.007,100,rain,0,0,5.6,3.5,197,1012.4,88,1.9,9,0,0,,"Rain, Partially cloudy",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T09:00:00,48.6,47.9,48,97.9,0,0,,0,0,5.2,3.2,124,1013.2,100,1.9,42,0.2,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T10:00:00,50.7,50.7,50.1,97.83,0,0,,0,0,10.7,6,142,1013.5,100,2.5,96,0.3,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T11:00:00,52.5,52.5,51.6,96.61,0,0,,0,0,9,4.8,153,1013.8,100,1.2,179,0.6,2,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T12:00:00,53.2,53.2,51.6,94.56,0,0,,0,0,11.9,8,191,1014.1,100,4.3,44,0.2,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T13:00:00,54.7,54.7,52.5,92.11,0,0,,0,0,11.5,6.6,174,1013.9,100,6.8,120,0.4,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T14:00:00,56.2,56.2,53.3,90.1,0,0,,0,0,9.8,4.7,204,1013.9,100,8.1,89,0.3,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T15:00:00,57.8,57.8,53.2,84.57,0,0,,0,0,11.7,6.8,232,1014,88,11.8,80,0.3,1,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T16:00:00,59,59,51.8,77.05,0,0,,0,0,11,6.6,250,1014.2,75,19.9,24,0.1,0,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T17:00:00,56.5,56.5,50.3,79.72,0,0,,0,0,10.8,6.8,268,1014.6,47.8,18,3,0,0,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T18:00:00,53.8,53.8,49.4,85.08,0,0,,0,0,10.3,7.3,258,1015.4,88,22.4,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T19:00:00,51.6,51.6,48.1,87.73,0,0,,0,0,10.5,6.7,259,1016.1,75,17.4,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T20:00:00,49,49,46.8,92.2,0,0,,0,0,6.6,3,241,1016.4,39.9,11.2,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T21:00:00,51.4,51.4,50.1,95.39,0,0,,0,0,3.7,1.4,204,1016.8,100,8.7,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T22:00:00,52.3,52.3,50.1,92.01,0,0,,0,0,7.7,5.6,241,1017.2,100,8.7,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-08T23:00:00,51.5,51.5,50.1,94.81,0,0,,0,0,8.7,3.6,252.3,1017,73.4,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Lille, Hauts-de-France, France",2025-11-09T00:00:00,50.4,50.4,49,94.78,0,0,,0,0,8.1,4.7,256.5,1017,67.6,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Lille, Hauts-de-France, France",2025-11-09T01:00:00,49.4,47.9,48.3,95.91,0,0,,0,0,8.5,4.3,251,1017.5,88,5,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T02:00:00,48.5,46.1,47.4,95.95,0,0,,0,0,8.3,5.6,240,1017.6,77.8,0,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T03:00:00,46.6,43.7,45.8,97.12,0,0,,0,0,7.1,5.8,241,1017.7,63.6,0,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T04:00:00,46.2,42.1,45.3,96.63,0,0,,0,0,8.9,8.1,259,1017.8,49.2,0,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T05:00:00,44.1,41.2,43.2,96.53,0,0,,0,0,7.8,5.2,240,1018,39.6,0,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T06:00:00,42.8,42.8,42.2,97.85,0.007,100,rain,0,0,7.6,2.4,239,1018,16.8,0,0,0,0,,Rain,rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T07:00:00,41.4,41.4,40.8,97.79,0,0,,0,0,8.6,2.3,228,1018.1,10.9,0,0,0,0,,Clear,clear-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T08:00:00,41.3,41.3,40.8,97.87,0,0,,0,0,3.2,1.6,190,1018.6,11,0,9,0,0,,Clear,clear-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T09:00:00,42.7,42.7,42.1,97.93,0,0,,0,0,2.4,0.4,348,1019.1,25.3,0,33,0.1,0,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T10:00:00,48.5,48.5,48.2,99.15,0,0,,0,0,4.8,0.4,356,1019.2,52,8.1,50,0.2,1,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T11:00:00,52.3,52.3,49.7,90.58,0,0,,0,0,7.5,3.1,181,1019.1,42.2,8.7,288,1,3,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T12:00:00,55.8,55.8,49.8,80.04,0,0,,0,0,11.2,6,228,1018.7,52.6,9.9,219,0.8,2,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T13:00:00,56.5,56.5,49.4,77.3,0,0,,0,0,13.3,6.4,219,1018.3,45.5,13.7,87,0.3,1,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T14:00:00,56.3,56.3,50.9,82.05,0,0,,0,0,16.8,10.4,183,1018.1,88,8.1,59,0.2,1,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T15:00:00,51.7,51.7,48.3,88.12,0,0,,0,0,16.5,10.3,173,1018.1,88,6.8,109,0.4,1,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T16:00:00,50.5,50.5,47.1,88.2,0,0,,0,0,16.1,10.1,172,1018,100,9.9,33,0.1,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T17:00:00,49,45.9,46.6,91.29,0,0,,0,0,15.8,7.2,142,1017.8,88,6.8,0,0,0,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T18:00:00,48,45.1,46.7,95.01,0,0,,0,0,10.6,6.4,151,1017.8,75,8.7,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T19:00:00,47.1,43.8,45,92.22,0,0,,0,0,11.7,6.9,151,1017.9,74.5,8.1,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T20:00:00,46.2,42.3,44.8,94.61,0,0,,0,0,12.4,7.7,151,1017.7,80.8,6.8,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T21:00:00,46.2,41.9,44.1,92.25,0,0,,0,0,13.9,8.6,151,1017.3,73.7,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T22:00:00,46.8,42.3,45.3,94.54,0,0,,0,0,14.9,9.5,161,1017.2,75,4.3,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-09T23:00:00,48.8,44.5,47,93.32,0,0,,0,0,19.7,10.1,161,1016.7,100,3.7,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T00:00:00,48.7,45.1,46.1,90.51,0,0,,0,0,17.9,8.4,161,1016.3,100,6.8,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T01:00:00,47.9,43.7,45.7,92.12,0,0,,0,0,17.4,9.1,161,1015.8,88,8.1,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T02:00:00,46.2,41.9,43.8,91.36,0,0,,0,0,13.6,8.6,152,1015.4,92.6,6.2,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T03:00:00,47.6,43.3,45.2,91.34,0,0,,0,0,15.1,9.2,161,1015,100,9.9,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T04:00:00,48,42.8,44.9,89.01,0,0,,0,0,20.9,12,161,1014.3,100,12.4,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T05:00:00,48.5,43.9,45.3,88.56,0,0,,0,0,18.5,10.8,160,1013.7,100,13,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T06:00:00,48.5,43.1,45.8,90.37,0,0,,0,0,22,13.2,160,1013.4,100,16.2,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T07:00:00,48,42.6,45.2,90.23,0,0,,0,0,20.6,12.7,151,1012.8,100,18.6,0,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T08:00:00,47.4,41.5,44.7,90.26,0,0,,0,0,23.8,14.4,160,1012.5,100,16.8,6,0,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T09:00:00,47.1,41.7,44.7,91.43,0,0,,0,0,23.8,12.1,151,1012.5,100,14.9,39,0.1,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T10:00:00,48,42.8,44.9,89.07,0,0,,0,0,22,12.4,160,1012.2,88,14.3,98,0.4,1,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T11:00:00,48.9,43.4,45.3,87.28,0,0,,0,0,23.6,14.2,160,1011.8,88,16.2,79,0.3,1,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T12:00:00,50.4,50.4,45.8,84.35,0,0,,0,0,24.1,13.8,151,1011.1,75,18.6,242,0.9,2,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T13:00:00,51.6,51.6,45.8,80.55,0,0,,0,0,24,12.8,151,1010.1,88,21.7,209,0.8,2,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T14:00:00,52.5,52.5,47,81.62,0,0,,0,0,24.5,14.6,151,1009.5,100,22.4,97,0.3,1,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T15:00:00,53.3,53.3,46.5,77.77,0,0,,0,0,25.1,14.6,161,1008.6,88,17.4,105,0.4,1,,Partially cloudy,partly-cloudy-day,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T16:00:00,52.9,52.9,47.4,81.35,0,0,,0,0,22.3,12.7,151,1008.1,100,28.6,35,0.1,0,,Overcast,cloudy,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T17:00:00,51.1,51.1,48.4,90.51,0.016,100,rain,0,0,23.4,15.1,170,1008.3,100,2.5,0,0,0,,"Rain, Overcast",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T18:00:00,50.3,50.3,48.8,94.59,0.046,100,rain,0,0,22.5,11.7,170,1008.6,100,3.7,0,0,0,,"Rain, Overcast",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T19:00:00,50.1,50.1,48.5,94.01,0.037,100,rain,0,0,19.6,10.9,161,1008.6,100,4.3,0,0,0,,"Rain, Overcast",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T20:00:00,50.3,50.3,48.8,94.6,0.011,100,rain,0,0,20.8,12.5,171,1008.5,100,11.8,0,0,0,,"Rain, Overcast",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T21:00:00,49.8,45.5,48,93.34,0,0,,0,0,18.5,10.8,180,1008.8,72,13.7,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T22:00:00,50.3,50.3,48.5,93.28,0,0,,0,0,19,11.9,191,1009.2,88,11.8,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-10T23:00:00,50.6,50.6,48.8,93.33,0,0,,0,0,19.9,13.3,200,1009.4,65.9,14.9,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-11T00:00:00,49.8,44.9,47.8,93.08,0.001,100,rain,0,0,22.5,12.9,211,1010.3,66.9,14.9,0,0,0,,"Rain, Partially cloudy",rain,"59580003,F2929,62516002,59606004,59343001"
"Lille, Hauts-de-France, France",2025-11-11T01:00:00,49.7,45.5,48.2,94.57,0,0,,0,0,20,10.7,200,1010.6,88,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,"59580003,F2929,62516002,59606004,59343001"
